Asthma,CHD,Disability,LBW,OldAge,YoungAge,NoIns,HBLI,LowInc,LowEd,Unemp,LingIso,Freight,PWDis,Waste,Psites,RMP,TRI,CF,CANCER,HI,OZONE,PM25,DSLPM,PTRAF,RSEI_AIR,EBLL,SenPop,SEFac,EnvCond,EnvExp,PopChar,PolBur,Index
0.2314,0.086,0.5209,0.4185,0.3123,0.0645,0.0379,0.1669,0.3831,0.0,0.3818,0.3932,0.7598,0.7244,0.0,0.8812,0.0,0.1833,0.397,0.2174,0.8698,0.3338,0.3236,0.9633,0.8685,0.3312,0.2099,0.2722666666666667,0.22715,0.42081428571428575,0.5146875,0.24970833333333337,0.48339642857142856,0.12070811651785715
0.311,0.3767,0.4665,0.5601,0.7244,0.7168,0.2655,0.1504,0.3186,0.2756,0.225,0.4539,0.885,0.7598,0.9368,0.9494,0.9014,0.4374,0.7206,0.2174,0.866,0.1694,0.3793,0.952,0.7623,0.4046,0.0898,0.5259166666666667,0.28150000000000003,0.7986285714285714,0.48009999999999997,0.40370833333333334,0.5862761904761905,0.23668458373015874
0.0139,0.9216,0.4753,0.1681,0.9393,0.6397,0.2516,0.7927,0.6814,0.9267,0.0392,0.9924,0.5335,0.6713,0.6473,0.4058,0.0,0.3565,0.4842,0.2174,0.5082,0.0177,0.5297,0.9077,0.9861,0.4399,0.1302,0.5263166666666667,0.614,0.4426571428571429,0.4671125,0.5701583333333333,0.45896071428571433,0.26168027592261905
0.0013,0.4994,0.1188,0.0657,0.909,0.2301,0.8609,0.5145,0.5449,0.7054,0.4893,0.9899,0.5815,0.6422,0.7231,0.5221,0.0,0.4893,0.4893,0.2174,0.5032,0.0582,0.5019,0.9027,0.9975,0.3654,0.1327,0.30405,0.6841500000000001,0.49250000000000005,0.459875,0.4941000000000001,0.47075,0.23259757500000006
0.5259,0.9924,0.732,0.1783,0.9937,0.1542,0.5398,0.4956,0.9153,0.8458,0.1606,0.8824,0.7295,0.5386,0.933,0.708,0.0,0.3148,0.622,0.2174,0.4905,0.0101,0.5474,0.8862,0.9671,0.3755,0.1315,0.5960833333333334,0.6399166666666667,0.5494142857142857,0.4532125,0.6180000000000001,0.4852797619047619,0.2999028928571429
1.0,0.9987,0.7042,0.9798,0.4488,0.9153,0.579,0.7257,0.9949,0.8963,0.9823,0.402,0.7699,0.3906,0.8521,0.8976,0.9204,0.7244,0.7307,0.2174,0.4147,0.1606,0.5752,0.871,0.9722,0.3515,0.1277,0.8411333333333334,0.7633666666666667,0.7550999999999999,0.4612875,0.8022500000000001,0.559225,0.44863825625000003
0.4134,0.2073,0.1947,0.5638,0.3262,0.0076,0.182,0.9241,0.4867,0.0,0.5411,0.6979,0.775,0.4412,0.0,0.7168,0.8824,0.3173,0.1466,0.2174,0.3616,0.134,0.4083,0.8597,0.78,0.1808,0.1707,0.28550000000000003,0.4719666666666667,0.46847142857142854,0.38906250000000003,0.37873333333333337,0.41553214285714285,0.15737587357142857
0.9975,0.9583,0.885,0.6473,0.0177,0.9482,0.7863,0.4652,0.9482,0.8913,0.9646,0.3413,0.5297,0.5841,0.7155,0.4576,0.0,0.6005,0.4412,0.2174,0.359,0.0683,0.493,0.8963,0.9494,0.3628,0.1719,0.7423333333333333,0.7328166666666668,0.4755142857142857,0.43976250000000006,0.7375750000000001,0.45167976190476194,0.33314770038690483
0.6296,0.5006,0.7686,0.6549,0.8736,0.0228,0.7598,0.5373,0.6473,0.1871,0.5601,0.6713,0.8394,0.354,0.6346,0.5196,0.0,0.2402,0.0316,0.2174,0.3515,0.2668,0.4324,0.8534,0.7004,0.1896,0.1795,0.5750166666666667,0.5604833333333333,0.37420000000000003,0.39887500000000004,0.56775,0.39065,0.2217915375
0.9962,0.871,0.9216,0.8597,0.1011,0.9962,0.5272,0.7573,0.9874,0.6131,0.9861,0.3413,0.3274,0.33,0.603,0.8293,0.0,0.0,0.024,0.2174,0.3477,0.2326,0.4551,0.8483,0.1745,0.1858,0.177,0.7909666666666668,0.7020666666666666,0.30195714285714287,0.32980000000000004,0.7465166666666667,0.32051904761904765,0.23927281103174608
0.952,0.9659,0.9823,0.6814,0.2402,0.6549,0.708,0.6688,0.9621,0.1871,0.7611,0.4678,0.421,0.3603,0.8597,0.9064,0.0,0.3375,0.3262,0.2174,0.3515,0.1896,0.5284,0.8609,0.7383,0.2516,0.1808,0.7461166666666667,0.6258166666666666,0.45872857142857143,0.4148125,0.6859666666666666,0.42945119047619046,0.2945892016269841
0.7901,0.268,0.7927,0.6612,0.1429,0.531,0.1631,0.7939,0.8824,0.4235,0.9241,0.3932,0.4817,0.3982,0.8319,0.7484,0.0,0.421,0.3578,0.2174,0.3565,0.201,0.5537,0.8698,0.9014,0.3413,0.1757,0.5309833333333334,0.5967000000000001,0.4627142857142857,0.4521,0.5638416666666668,0.45563809523809523,0.25690774301587305
0.8685,0.2882,0.5411,0.9115,0.3186,0.9924,0.78,0.9545,0.9444,0.3021,0.9772,0.3793,0.3944,0.2819,0.0,0.732,0.0,0.0,0.0,0.2174,0.3489,0.2832,0.4387,0.8432,0.4311,0.1732,0.0367,0.6533833333333333,0.7229166666666665,0.20118571428571427,0.34655,0.6881499999999999,0.29809523809523814,0.2051342380952381
0.8736,0.9861,0.976,0.8483,0.6991,0.3009,0.2301,0.8445,0.8458,0.6182,0.7522,0.1833,0.3085,0.2579,0.0,0.9431,0.0,0.0,0.067,0.2174,0.3072,0.4134,0.4804,0.8394,0.1492,0.1846,0.4336,0.7806666666666668,0.5790166666666666,0.22521428571428573,0.37815,0.6798416666666667,0.32717142857142856,0.22242476928571428
0.7282,0.9962,0.9987,0.6157,0.9987,0.0126,0.1087,0.7332,0.8571,0.5815,0.153,0.1087,0.1517,0.2693,0.0,0.8584,0.0,0.0,0.0708,0.2174,0.3047,0.3375,0.4893,0.8407,0.2377,0.1871,0.4349,0.7250166666666668,0.42369999999999997,0.1928857142857143,0.38116249999999996,0.5743583333333333,0.3184035714285714,0.18287774461309522
0.7434,0.4311,0.8331,0.8534,0.268,0.1555,0.4766,0.8407,0.7004,0.6688,0.6776,0.0,0.0,0.225,0.0,0.5689,0.0,0.0,0.3287,0.2174,0.3034,0.4046,0.5563,0.8154,0.4046,0.2073,0.445,0.5474166666666668,0.5606833333333333,0.16037142857142855,0.41924999999999996,0.55405,0.3329571428571428,0.18447490499999997
0.7876,0.3919,0.6435,0.0,0.1517,0.842,0.9798,0.8546,0.6979,0.7661,0.8761,0.3085,0.3552,0.2288,0.0,0.4994,0.0,0.0,0.3085,0.2174,0.1492,0.4678,0.5992,0.7269,0.4412,0.2541,0.4425,0.46945,0.7471666666666668,0.19884285714285715,0.4122874999999999,0.6083083333333333,0.34113928571428564,0.20751787032738092
0.9583,0.5803,0.9937,0.1922,0.9785,0.5954,0.5171,0.976,0.9646,0.5537,0.9456,0.1631,0.2832,0.244,0.0,0.4147,0.0,0.0,0.1871,0.2174,0.2996,0.3464,0.5891,0.8369,0.5398,0.2604,0.4387,0.7164,0.6866833333333333,0.16128571428571428,0.44103749999999997,0.7015416666666667,0.3477869047619047,0.24398700481150792
0.713,0.5917,0.5525,0.0,0.4463,0.1833,0.4488,0.6195,0.7573,0.2149,0.8736,0.5613,0.3565,0.22,0.0,0.4412,0.0,0.0,0.1593,0.2174,0.1833,0.4083,0.6005,0.5575,0.2756,0.2503,0.4374,0.4144666666666667,0.5792333333333334,0.16814285714285715,0.3662875,0.49685,0.3002392857142857,0.14917388910714285
0.708,0.4918,0.8774,0.8091,0.7977,0.5866,0.3957,0.4273,0.646,0.6005,0.7421,0.1302,0.0,0.2111,0.0,0.3262,0.0,0.0,0.115,0.2174,0.0973,0.5247,0.5487,0.5259,0.2048,0.2099,0.4437,0.7117666666666667,0.4902999999999999,0.09318571428571429,0.34655,0.6010333333333333,0.2620952380952381,0.1575279746031746
0.6789,0.2288,0.6169,0.8066,0.1732,0.8925,0.8483,0.7307,0.3135,0.158,0.7029,0.2946,0.7535,0.2035,0.0,0.2857,0.0,0.0,0.3729,0.0,0.2958,0.6397,0.3982,0.8243,0.8458,0.0809,0.2819,0.56615,0.508,0.23079999999999998,0.420825,0.537075,0.3574833333333333,0.19199536124999997
0.6599,0.1909,0.1542,0.4602,0.2516,0.8799,0.4893,0.1037,0.3793,0.1871,0.5259,0.4121,0.4311,0.2162,0.0,0.6169,0.0,0.0,0.2314,0.2174,0.3009,0.5386,0.4463,0.8268,0.2541,0.1441,0.2832,0.4327833333333333,0.34956666666666664,0.21365714285714285,0.376425,0.39117499999999994,0.32216904761904763,0.12602447720238094
0.8508,0.9608,0.9115,0.8268,0.8673,0.6523,0.3552,0.708,0.952,0.4804,0.9216,0.0531,0.2857,0.2225,0.0,0.8761,0.0,0.0,0.2882,0.2174,0.3021,0.531,0.4627,0.8281,0.2465,0.1606,0.2845,0.8449166666666666,0.5783833333333334,0.23892857142857143,0.3791125,0.71165,0.3323845238095238,0.23654144636904764
0.7636,0.9621,0.8938,0.201,0.8887,0.4235,0.3451,0.7712,0.9558,0.4298,0.847,0.0695,0.158,0.2061,0.0,0.823,0.0,0.0,0.2415,0.0,0.0417,0.5752,0.5006,0.6738,0.1896,0.1669,0.2895,0.6887833333333333,0.5697333333333333,0.2040857142857143,0.3046625,0.6292583333333333,0.2711369047619048,0.1706151567956349
0.6448,0.3527,0.5891,0.4551,0.5626,0.4058,0.5411,0.7231,0.5929,0.0569,0.263,0.3843,0.2845,0.2023,0.0,0.4716,0.0,0.0,0.2528,0.2174,0.2984,0.5803,0.4678,0.6599,0.115,0.1378,0.2857,0.5016833333333334,0.42688333333333334,0.17302857142857145,0.3452875,0.4642833333333334,0.2878678571428572,0.13365224827380956
0.4918,0.2933,0.8622,0.3211,0.6915,0.3047,0.6207,0.579,0.6258,0.1466,0.5082,0.3578,0.4652,0.1972,0.0,0.1504,0.0,0.0,0.4235,0.0,0.1858,0.6435,0.4336,0.7674,0.0986,0.1011,0.287,0.4941,0.47301666666666664,0.1766142857142857,0.314625,0.4835583333333333,0.26862142857142857,0.12989413029761904
0.5512,0.4008,0.7522,0.6144,0.9595,0.0847,0.1896,0.5702,0.5803,0.225,0.3085,0.445,0.7914,0.1757,0.0,0.0,0.0,0.0,0.555,0.0,0.0872,0.7206,0.3906,0.5904,0.7788,0.0645,0.2882,0.5604666666666667,0.38643333333333335,0.21744285714285713,0.3650375,0.47345000000000004,0.3158392857142857,0.1495341098214286
0.8622,0.4576,0.7863,0.9912,0.2743,0.555,0.4286,0.909,0.6043,0.5676,0.9317,0.0,0.3489,0.1997,0.0,0.5537,0.0,0.0,0.2845,0.2174,0.0923,0.5765,0.603,0.4829,0.4526,0.1934,0.5904,0.6544333333333333,0.5735333333333333,0.19811428571428571,0.4010625,0.6139833333333333,0.3334130952380952,0.20471008359126983
0.8812,0.3932,0.8015,0.6941,0.1934,0.9305,0.3413,0.9128,0.8963,0.7345,0.8483,0.5942,0.2592,0.1783,0.0,0.1922,0.0,0.182,0.1732,0.2174,0.0948,0.5335,0.6435,0.4513,0.2528,0.2124,0.5917,0.6489833333333334,0.7212333333333333,0.14070000000000002,0.374675,0.6851083333333333,0.29668333333333335,0.2032602240277778
0.9381,0.7181,0.7598,0.9039,0.3274,0.9949,0.866,0.9709,0.976,0.4513,0.5929,0.4121,0.4425,0.1833,0.0,0.33,0.0,0.2453,0.3401,0.2174,0.0999,0.4829,0.6536,0.4817,0.4614,0.2845,0.5929,0.7737000000000002,0.7115333333333332,0.2201714285714286,0.4092875,0.7426166666666667,0.3462488095238096,0.2571301367658731
0.9912,0.8483,0.8319,0.8382,0.2718,0.7459,0.4791,0.9558,0.9975,0.7851,0.9558,0.2617,0.5272,0.1568,0.0,0.4968,0.0,0.5474,0.4665,0.2174,0.0999,0.5929,0.6662,0.4399,0.4185,0.2225,0.5942,0.75455,0.7391666666666667,0.31352857142857143,0.4064375,0.7468583333333334,0.37546785714285713,0.2804212980059524
0.5335,0.3148,0.3224,0.7092,0.5512,0.0202,0.7383,0.9204,0.6662,0.1972,0.1441,0.4855,0.4994,0.1694,0.0,0.0,0.0,0.0,0.3894,0.0,0.0455,0.7345,0.397,0.3957,0.3628,0.0569,0.4703,0.40855,0.5252833333333333,0.15117142857142857,0.3078375,0.46691666666666665,0.25561547619047614,0.11935112609126981
0.5638,0.1062,0.2276,0.2099,0.1783,0.1011,0.0228,0.6587,0.7661,0.0796,0.4273,0.4842,0.2314,0.1858,0.0,0.0556,0.0,0.0,0.1783,0.0,0.043,0.6422,0.4475,0.4286,0.0,0.0973,0.469,0.23114999999999997,0.40645000000000003,0.09301428571428572,0.26595,0.3188,0.2083047619047619,0.06640755809523809
0.6523,0.2453,0.2111,0.6397,0.2819,0.1643,0.5664,0.6169,0.7067,0.1795,0.1934,0.3704,0.0,0.1909,0.0,0.1732,0.0,0.0,0.0228,0.0,0.0594,0.598,0.5348,0.445,0.158,0.134,0.4817,0.36576666666666663,0.43888333333333335,0.05527142857142857,0.30136250000000003,0.402325,0.21933214285714286,0.088242804375
0.6372,0.2743,0.2541,0.3489,0.3502,0.0657,0.22,0.6081,0.8723,0.2819,0.5613,0.6094,0.1922,0.182,0.0,0.1075,0.0,0.0,0.1113,0.0,0.0405,0.6587,0.4994,0.4248,0.0025,0.1062,0.4728,0.32173333333333337,0.5255,0.08471428571428571,0.2756125,0.42361666666666664,0.2119797619047619,0.08979816013888887
0.5676,0.2212,0.7699,0.3692,0.3047,0.1188,0.0607,0.6751,0.8685,0.4235,0.507,0.3161,0.3287,0.1745,0.0,0.0,0.0,0.0,0.2541,0.0,0.0367,0.6852,0.4576,0.4134,0.0013,0.0898,0.4779,0.39189999999999997,0.47515,0.10818571428571429,0.2702375,0.433525,0.21622023809523813,0.09373687872023811
0.4842,0.2895,0.6485,0.0544,0.3161,0.1365,0.3982,0.6094,0.689,0.1087,0.1188,0.6498,0.5209,0.1669,0.0,0.0,0.0,0.0,0.3451,0.0,0.0379,0.6991,0.4248,0.3818,0.0063,0.0771,0.4753,0.3215333333333334,0.4289833333333333,0.14755714285714286,0.2627875,0.37525833333333336,0.22437738095238094,0.0841994820138889
0.4703,0.3793,0.2756,0.6903,0.775,0.1264,0.2339,0.5651,0.6005,0.1795,0.6827,0.3085,0.5411,0.158,0.0,0.0,0.0,0.0,0.2187,0.0,0.0354,0.7484,0.402,0.2933,0.665,0.0442,0.4766,0.45281666666666665,0.42836666666666673,0.1311142857142857,0.3331125,0.4405916666666667,0.2657797619047619,0.11710034826388889
0.4223,0.5777,0.5815,0.2895,0.9722,0.1568,0.2554,0.3654,0.7598,0.086,0.804,0.5221,0.7484,0.1479,0.8003,0.0695,0.0,0.0,0.0556,0.0,0.0341,0.7686,0.4172,0.2503,0.8053,0.0506,0.4829,0.5,0.46545,0.26024285714285716,0.351125,0.48272499999999996,0.32083095238095244,0.15487312148809526
0.2326,0.3552,0.1707,0.2579,0.6561,0.4362,0.1681,0.2402,0.3805,0.1795,0.5107,0.3654,0.5828,0.1504,0.8142,0.1113,0.0,0.0,0.0531,0.0,0.0544,0.7408,0.4766,0.3173,0.3097,0.0683,0.4741,0.35145,0.3074,0.24454285714285715,0.30515000000000003,0.32942499999999997,0.28494761904761906,0.0938688694047619
0.2339,0.3363,0.5537,0.6258,0.9381,0.3565,0.0569,0.2137,0.4602,0.0796,0.1997,0.5474,0.4564,0.1593,0.8053,0.1833,0.0,0.0,0.0493,0.0,0.0392,0.7118,0.4905,0.3578,0.0139,0.0872,0.4791,0.5073833333333333,0.25958333333333333,0.2362285714285714,0.2724375,0.3834833333333333,0.26036785714285715,0.09984673374999999
0.9128,0.933,0.9836,0.6498,0.7863,0.3464,0.5019,0.8824,0.9406,0.2617,0.8407,0.1833,0.6599,0.1416,0.9153,0.4286,0.0,0.0,0.0,0.0,0.0468,0.7851,0.4779,0.2617,0.3363,0.0417,0.6144,0.76865,0.6017666666666667,0.3064857142857143,0.32048750000000004,0.6852083333333334,0.3158202380952381,0.21640265897817465
0.7598,0.6675,0.7295,0.6827,0.1214,0.8205,0.2099,0.9633,0.9204,0.6359,0.7434,0.5386,0.5057,0.1441,0.8774,0.493,0.0,0.0,0.0,0.0,0.0569,0.7307,0.5221,0.3009,0.0961,0.0885,0.6245,0.6302333333333333,0.6685833333333333,0.2886,0.30246249999999997,0.6494083333333334,0.2978416666666666,0.1934208603472222
0.6776,0.1138,0.3666,0.335,0.129,0.1315,0.4437,0.8192,0.804,0.2895,0.8217,0.5019,0.2718,0.1454,0.732,0.5954,0.0,0.0,0.0,0.0,0.0607,0.708,0.5613,0.354,0.1049,0.0923,0.6271,0.29224999999999995,0.6133333333333334,0.24922857142857144,0.3135375,0.4527916666666667,0.2921011904761905,0.13226098487103177
0.7699,0.8015,0.9545,0.7181,0.78,0.3641,0.3742,0.842,0.9014,0.5487,0.8357,0.5158,0.1568,0.1466,0.5917,0.5942,0.0,0.0,0.0,0.0,0.0657,0.6827,0.5866,0.3654,0.5461,0.1239,0.6283,0.73135,0.6696333333333332,0.21275714285714287,0.3748375,0.7004916666666665,0.3208107142857143,0.22472523193452376
0.8255,0.7193,0.7421,0.847,0.8344,0.5234,0.6789,0.6675,0.8673,0.6625,0.9987,0.445,0.1492,0.1492,0.0,0.397,0.0,0.0,0.0291,0.2174,0.0936,0.6346,0.6119,0.3869,0.4994,0.129,0.6321,0.7486166666666666,0.7199833333333334,0.10350000000000001,0.4006125,0.7343,0.301575,0.22144652249999996
0.9153,0.8142,0.9659,0.7598,0.4652,0.7699,0.6321,0.8028,0.8812,0.6056,0.8698,0.1163,0.2212,0.153,0.0,0.3831,0.0,0.2326,0.1062,0.2174,0.0948,0.6549,0.6422,0.421,0.0493,0.1947,0.6308,0.7817166666666667,0.6512999999999999,0.1565857142857143,0.3631375,0.7165083333333333,0.2942869047619048,0.21085901965277778
0.9558,0.9305,0.689,0.9494,0.2339,0.8319,0.6574,0.9937,0.9279,0.7977,0.9722,0.2718,0.507,0.1429,0.0,0.8015,0.0,0.3325,0.287,0.0,0.0645,0.6448,0.6498,0.4033,0.1985,0.1429,0.6372,0.7650833333333334,0.7701166666666666,0.29584285714285713,0.342625,0.7676000000000001,0.3270309523809524,0.25102895904761907
0.8243,0.4766,0.7345,0.8938,0.402,0.6802,0.6195,0.9178,0.6928,0.4564,0.689,0.3413,0.2276,0.1391,0.5436,0.4513,0.0,0.0,0.0,0.0,0.0607,0.7004,0.6144,0.3692,0.3932,0.1188,0.6334,0.6685666666666666,0.6194666666666667,0.1945142857142857,0.3612625,0.6440166666666667,0.3056797619047619,0.1968628613293651
0.8458,0.9798,0.5992,0.7231,0.2933,0.5601,0.9633,0.9836,0.6751,0.5145,0.5373,0.2389,0.5474,0.134,0.0,0.7838,0.0,0.2174,0.1441,0.0,0.0632,0.6384,0.6574,0.3767,0.4867,0.1226,0.6359,0.6668833333333334,0.6521166666666667,0.2609571428571429,0.37261249999999996,0.6595,0.3353940476190476,0.2211923744047619
0.8217,0.536,0.8028,0.7813,0.4956,0.2731,0.5082,0.8862,0.847,0.3692,0.933,0.0973,0.4791,0.1252,0.0,0.0632,0.0,0.0,0.043,0.0,0.0316,0.8357,0.4513,0.0493,0.1188,0.0405,0.8028,0.6184166666666666,0.6068166666666667,0.10150000000000002,0.29125,0.6126166666666666,0.228,0.13967659999999998
0.7737,0.7762,0.7307,0.8951,0.9507,0.1302,0.5638,0.3869,0.7219,0.3148,0.5196,0.0695,0.5689,0.1214,0.0,0.0,0.0,0.0,0.196,0.0,0.0265,0.8976,0.4071,0.043,0.1972,0.0303,0.8053,0.7094333333333335,0.4294166666666667,0.1266142857142857,0.300875,0.5694250000000001,0.24278809523809522,0.13824961113095238
0.8559,0.7737,0.5221,0.5651,0.6587,0.2832,0.5828,0.8508,0.775,0.5095,0.7497,0.3932,0.6814,0.129,0.0,0.2503,0.0,0.0,0.0784,0.0,0.0506,0.7889,0.4968,0.0759,0.6321,0.0582,0.804,0.6097833333333333,0.6435000000000001,0.16272857142857142,0.36331250000000004,0.6266416666666668,0.2964511904761905,0.1857686680853175
0.976,0.8167,0.6814,0.981,0.0253,0.9975,0.2162,0.9343,0.8394,0.2415,0.7231,0.2061,0.6612,0.1315,0.0,0.2705,0.0,0.0,0.2301,0.0,0.0531,0.7636,0.5727,0.2263,0.7307,0.0847,0.8192,0.7463166666666666,0.5267666666666667,0.18475714285714284,0.40628749999999997,0.6365416666666667,0.3324440476190476,0.21161448814484127
0.818,0.8609,0.8635,0.9229,0.6662,0.5777,0.5006,0.5714,0.8559,0.3818,0.7649,0.0,0.7231,0.1239,0.0,0.8609,0.0,0.3894,0.5158,0.0,0.0784,0.8003,0.6056,0.2099,0.2668,0.0936,0.8205,0.7848666666666667,0.5124333333333334,0.3733,0.3593875,0.6486500000000001,0.36402500000000004,0.23612481625000004
0.9735,0.9279,0.8445,0.8217,0.4425,0.493,0.493,0.8748,0.8875,0.804,0.9077,0.0796,0.5992,0.1226,0.0,0.4298,0.0,0.1934,0.091,0.0,0.0759,0.8028,0.5322,0.0721,0.2162,0.0594,0.8129,0.7505166666666666,0.6744333333333334,0.20514285714285713,0.32143749999999993,0.712475,0.282672619047619,0.20139717425595233
0.7788,0.7535,0.555,0.7939,0.4994,0.8217,0.091,0.5601,0.6877,0.1972,0.7484,0.0594,0.598,0.1201,0.0,0.1176,0.0,0.0,0.1972,0.0,0.0303,0.8458,0.4829,0.0455,0.0645,0.0367,0.8078,0.7003833333333334,0.39063333333333333,0.14755714285714286,0.2891875,0.5455083333333334,0.24197738095238094,0.13200067778769842
0.7952,0.9153,0.6903,0.8407,0.5297,0.871,0.3274,0.9595,0.8887,0.4324,0.9102,0.2604,0.4842,0.1188,0.0,0.0,0.0,0.0,0.268,0.0,0.0202,0.8622,0.3944,0.0291,0.5487,0.0253,0.8154,0.7737000000000002,0.6297666666666667,0.12442857142857143,0.3369125,0.7017333333333334,0.2660845238095238,0.18672037984126985
0.67,0.6662,0.8534,0.8293,0.7408,0.3262,0.5487,0.8205,0.7636,0.1466,0.7573,0.0,0.3906,0.8205,0.0,0.1606,0.0,0.0,0.1858,0.0,0.019,0.8496,0.4817,0.0417,0.0202,0.0329,0.8142,0.6809833333333333,0.5061166666666667,0.2225,0.2824125,0.59355,0.2624416666666667,0.15577225125000002
0.7851,0.7092,0.9583,0.8331,0.9191,0.2377,0.4943,0.6713,0.6764,0.5335,0.6789,0.1745,0.3515,0.6498,0.0,0.7269,0.0,0.3249,0.1378,0.0,0.0518,0.8306,0.5512,0.067,0.0721,0.0632,0.8091,0.7404166666666666,0.53815,0.3129857142857143,0.305625,0.6392833333333333,0.3080785714285714,0.19694949607142856
0.6764,0.6473,0.8723,0.6195,0.9444,0.1479,0.4311,0.3451,0.5335,0.2693,0.5777,0.3843,0.2933,0.8824,0.0,0.1517,0.0,0.2718,0.158,0.0,0.0278,0.8394,0.5032,0.0442,0.0936,0.0392,0.8066,0.6513,0.4235,0.25102857142857143,0.29425,0.5374,0.2798428571428571,0.1503875514285714
0.8761,0.6511,0.5727,0.7193,0.3818,0.7472,0.7257,0.8053,0.7029,0.3982,0.8192,0.3085,0.5348,0.8812,0.5954,0.3641,0.8799,0.0,0.0455,0.0,0.0101,0.8951,0.4286,0.0329,0.2061,0.0114,0.8104,0.6580333333333334,0.6266333333333334,0.4715571428571429,0.299325,0.6423333333333334,0.3567357142857143,0.22914324047619053
0.9254,0.7383,0.7712,0.8394,0.1922,0.9684,0.3123,0.8673,0.9937,0.3982,0.952,0.3034,0.6625,0.8748,0.5373,0.1365,0.8609,0.0,0.2781,0.0,0.0253,0.8748,0.4349,0.0303,0.0556,0.0152,0.8116,0.73915,0.6378166666666667,0.47858571428571434,0.2809625,0.6884833333333333,0.3468369047619048,0.2387914283134921
0.8483,0.9292,0.9267,0.804,0.5828,0.6372,0.3502,0.732,0.9305,0.5676,0.6536,0.4336,0.823,0.8647,0.9381,0.464,0.9861,0.0,0.2402,0.0,0.0177,0.9178,0.3679,0.0253,0.3439,0.0051,0.818,0.7880333333333334,0.6112500000000001,0.6165857142857142,0.31196250000000003,0.6996416666666667,0.41350357142857136,0.28930432788690474
0.981,0.8951,0.7054,0.89,0.574,0.6081,0.7042,0.9368,0.8799,0.7977,0.8521,0.0594,0.5525,0.8938,0.7004,0.5499,0.0,0.3186,0.445,0.0,0.086,0.7029,0.7016,0.3123,0.2339,0.1745,0.7737,0.7756000000000002,0.7050166666666667,0.4943142857142857,0.37311249999999996,0.7403083333333335,0.4135130952380952,0.30612719034722224
0.8142,0.6877,0.7788,0.7876,0.4513,0.2541,0.8091,0.6839,0.8078,0.5588,0.6599,0.0,0.7863,0.9064,0.9343,0.8736,0.0,0.6941,0.6157,0.0,0.1391,0.6953,0.7168,0.3186,0.1669,0.177,0.7649,0.62895,0.5865833333333332,0.6872,0.372325,0.6077666666666666,0.47728333333333334,0.2900769005555555
0.7838,0.7977,0.933,0.7611,0.4551,0.8786,0.4185,0.7889,0.8154,0.5196,0.6587,0.0,0.2528,0.8963,0.7092,0.9191,0.0,0.1808,0.129,0.0,0.1416,0.6928,0.7522,0.3249,0.3906,0.1492,0.7724,0.7682166666666665,0.5335166666666668,0.44102857142857144,0.4029625,0.6508666666666667,0.41565119047619054,0.2705335048412699
0.7421,0.9709,0.9393,0.9292,0.9633,0.4336,0.4058,0.7118,0.5601,0.4071,0.7396,0.0,0.3692,0.9115,0.9254,0.7421,0.0,0.4652,0.2111,0.0,0.1403,0.6776,0.7547,0.3464,0.1833,0.158,0.7661,0.8297333333333334,0.4707333333333333,0.5177857142857143,0.37829999999999997,0.6502333333333333,0.42479523809523806,0.2762160236507936
0.6877,0.8306,0.7459,0.8609,0.7105,0.2212,0.7307,0.4223,0.1783,0.3932,0.885,0.0,0.2604,0.9039,0.7674,0.909,0.0,0.6599,0.5499,0.2174,0.1846,0.6561,0.799,0.3704,0.8597,0.1909,0.7699,0.6761333333333334,0.4349166666666666,0.5786428571428571,0.506,0.555525,0.5302142857142856,0.2945472910714286
0.6865,0.7257,0.713,0.7358,0.8217,0.579,0.6523,0.4526,0.5651,0.3767,0.6005,0.1833,0.7257,0.9254,0.5449,0.5828,0.0,0.78,0.4387,0.2174,0.2162,0.6233,0.7965,0.4678,0.8786,0.2819,0.7712,0.7102833333333333,0.47174999999999995,0.5710714285714287,0.5316125,0.5910166666666666,0.5447654761904762,0.3219654758531746
0.6953,0.8407,0.7067,0.4235,0.8268,0.5664,0.3793,0.4374,0.4981,0.2693,0.8243,0.0,0.3413,0.9191,0.7396,0.2642,0.0,0.464,0.2465,0.0,0.134,0.6612,0.7674,0.4197,0.536,0.2693,0.7674,0.6765666666666666,0.4014,0.42495714285714287,0.44437499999999996,0.5389833333333334,0.43790238095238093,0.23602208496031746
0.9418,0.9355,0.5954,0.8887,0.4399,0.6574,0.7206,0.6941,0.8862,0.445,0.8546,0.2491,0.579,0.9279,0.7181,0.3805,0.0,0.5727,0.5196,0.0,0.1378,0.6713,0.7497,0.4311,0.5335,0.4614,0.7522,0.7431166666666668,0.6416,0.5282571428571428,0.467125,0.6923583333333334,0.4875023809523809,0.3375263359722222
0.8028,0.8774,0.6296,0.909,0.9166,0.4286,0.3944,0.6233,0.5664,0.4968,0.7118,0.0695,0.8028,0.9343,0.598,0.3009,0.0,0.5183,0.3426,0.2174,0.1353,0.641,0.7649,0.4855,0.1429,0.464,0.7686,0.7606666666666667,0.47703333333333336,0.4995571428571428,0.45245,0.61885,0.46815238095238093,0.28971610095238093
