Asthma,CHD,Disability,LBW,OldAge,YoungAge,POC,NoIns,HBLI,LowInc,LowEd,Unemp,LingIso,Freight,PWDis,Waste,Psites,RMP,TRI,CF,CANCER,HI,PM25,DSLPM,PTRAF,RSEI_AIR,EBLL,SenPop,SEFac,EnvCond,EnvExp,PopChar,PolBur,Index
0.2478,0.129,0.11,0.0405,0.3603,0.5853,0.0967,0.1252,0.0822,0.0051,0.1972,0.1732,0.4083,0.1707,0.7269,0.7168,0.2162,0.0,0.4147,0.2364,0.2174,0.8091,0.1669,0.6903,0.7206,0.7686,0.0973,0.24548333333333336,0.1554142857142857,0.3545285714285714,0.4957428571428572,0.20044880952380953,0.4486714285714286,0.0899356537244898
0.1252,0.0582,0.0746,0.2971,0.1707,0.7838,0.1311,0.0518,0.0341,0.0367,0.2048,0.1239,0.3578,0.1732,0.7686,0.8255,0.3502,0.0,0.5449,0.4994,0.2174,0.8761,0.1909,0.6991,0.7762,0.8217,0.1024,0.2516,0.13431428571428572,0.45168571428571436,0.5262571428571429,0.19295714285714285,0.5014,0.09674871142857142
0.1985,0.0784,0.0291,0.1707,0.0708,0.9216,0.1377,0.1429,0.0809,0.1062,0.086,0.1302,0.402,0.2882,0.7219,0.7206,0.2238,0.0,0.3843,0.3249,0.2174,0.8078,0.1745,0.6979,0.2415,0.732,0.0948,0.24485,0.15512857142857145,0.38052857142857144,0.4237000000000001,0.19998928571428573,0.40930952380952385,0.0818575193027211
0.0733,0.0417,0.0733,0.2528,0.0885,0.5133,0.0768,0.1542,0.0051,0.0329,0.0885,0.3401,0.1302,0.4387,0.6827,0.6106,0.2288,0.0,0.4033,0.3274,0.2174,0.7952,0.1631,0.708,0.1997,0.6233,0.0999,0.17381666666666665,0.11825714285714285,0.38449999999999995,0.40094285714285716,0.14603690476190476,0.39546190476190474,0.05775203252267573
0.0379,0.0468,0.0822,0.1037,0.0063,0.9444,0.1536,0.0063,0.0139,0.0164,0.0986,0.3666,0.2617,0.574,0.7497,0.7332,0.603,0.0,0.7295,0.3704,0.2174,0.8458,0.1846,0.7295,0.1011,0.7269,0.0986,0.20355,0.13101428571428572,0.5371142857142858,0.4148428571428571,0.16728214285714288,0.4556,0.0762137442857143
0.2023,0.11,0.1896,0.0923,0.0367,0.7661,0.1722,0.2693,0.0164,0.3009,0.1466,0.2655,0.4121,0.3742,0.8091,0.8837,0.7623,0.0,0.8066,0.713,0.2174,0.8104,0.2023,0.7332,0.1568,0.9532,0.1062,0.23283333333333334,0.22614285714285717,0.6212714285714285,0.4542142857142856,0.22948809523809527,0.5098999999999999,0.11701597976190475
0.1618,0.0746,0.0152,0.1315,0.0948,0.7775,0.1139,0.1783,0.3085,0.0215,0.158,0.0291,0.4602,0.3388,0.5095,0.0,0.4627,0.0,0.4223,0.5588,0.0,0.5272,0.0822,0.4526,0.6511,0.33,0.0784,0.2092333333333333,0.18135714285714286,0.3274428571428571,0.30307142857142855,0.19529523809523808,0.3111952380952381,0.06077494811791383
0.2503,0.1176,0.2048,0.2048,0.1302,0.2048,0.0795,0.1138,0.4387,0.2895,0.0,0.1922,0.1631,0.5588,0.5676,0.0,0.4791,0.0,0.5942,0.7623,0.0,0.536,0.0986,0.464,0.7181,0.3679,0.0796,0.18541666666666667,0.18239999999999998,0.4231428571428571,0.3234571428571429,0.18390833333333334,0.3566857142857143,0.06559747523809524
0.0796,0.0556,0.3527,0.2111,0.3338,0.1391,0.1364,0.0556,0.0253,0.0379,0.0733,0.1681,0.3161,0.5626,0.5588,0.0,0.7762,0.0,0.7573,0.7699,0.2174,0.5563,0.1163,0.6422,0.7497,0.4412,0.0771,0.19531666666666667,0.1161,0.4892571428571429,0.40002857142857146,0.15570833333333334,0.42977142857142864,0.06691899285714287
0.1062,0.0379,0.0215,0.091,0.0278,0.6094,0.0331,0.0468,0.1011,0.0708,0.0417,0.3755,0.1429,0.3426,0.4956,0.0,0.7295,0.0,0.4437,0.6511,0.2174,0.5386,0.11,0.641,0.713,0.3729,0.0708,0.14896666666666666,0.11598571428571429,0.3803571428571429,0.3805285714285715,0.13247619047619047,0.3804714285714286,0.05040340544217688
0.3881,0.7838,0.8508,0.0594,0.9621,0.4159,0.1523,0.1719,0.2427,0.7231,0.6308,0.0341,0.6536,0.1606,0.4589,0.0,0.3616,0.0,0.2579,0.4779,0.2174,0.531,0.0872,0.5828,0.2276,0.3173,0.0822,0.5766833333333333,0.37264285714285716,0.24527142857142856,0.2922142857142857,0.47466309523809525,0.2765666666666667,0.13127599003968254
0.0531,0.1188,0.7472,0.0872,0.6536,0.0341,0.1603,0.2149,0.2516,0.2187,0.0417,0.1643,0.2174,0.0,0.3097,0.0,0.086,0.0,0.0,0.1327,0.2174,0.4817,0.0657,0.8685,0.9456,0.201,0.0847,0.2823333333333333,0.18127142857142856,0.07548571428571428,0.40922857142857144,0.23180238095238093,0.2979809523809524,0.0690726942403628
0.1504,0.1568,0.3072,0.1252,0.5209,0.0607,0.0715,0.3325,0.3388,0.1606,0.1188,0.3869,0.3578,0.0,0.3413,0.0,0.2035,0.0,0.0,0.3489,0.2174,0.4829,0.0721,0.8761,0.9267,0.2288,0.0607,0.22019999999999998,0.25241428571428576,0.12767142857142857,0.40924285714285713,0.23630714285714288,0.31538571428571427,0.07452789704081633
0.2099,0.0051,0.1694,0.3148,0.1264,0.0493,0.1709,0.0139,0.1846,0.464,0.3552,0.1378,0.5044,0.0,0.3793,0.0,0.3818,0.0,0.2162,0.2908,0.2174,0.6245,0.0834,0.8812,0.2718,0.3034,0.0619,0.14581666666666668,0.26154285714285713,0.18115714285714285,0.3490857142857143,0.2036797619047619,0.2931095238095238,0.05970047802154195
0.0569,0.0,0.0796,0.3881,0.0076,0.0442,0.0623,0.3616,0.2364,0.0721,0.0417,0.0139,0.1631,0.0,0.4083,0.0,0.5171,0.0,0.2781,0.3679,0.2174,0.7118,0.0898,0.8167,0.0228,0.3249,0.0695,0.09606666666666668,0.13587142857142856,0.22448571428571432,0.3218428571428572,0.11596904761904761,0.28939047619047625,0.03356033791383221
0.1808,0.0164,0.1011,0.043,0.1176,0.2528,0.0914,0.177,0.0796,0.1264,0.2073,0.024,0.3274,0.1669,0.4463,0.0,0.4399,0.0,0.3021,0.4374,0.2174,0.5297,0.1011,0.6473,0.0341,0.3704,0.0645,0.11861666666666666,0.1475857142857143,0.2560857142857143,0.28064285714285714,0.13310119047619048,0.2724571428571429,0.03626437006802722
0.1783,0.0202,0.0202,0.1618,0.0872,0.0948,0.0583,0.1568,0.0872,0.1795,0.0303,0.1075,0.2491,0.1631,0.469,0.0,0.4589,0.0,0.5424,0.3375,0.2174,0.6308,0.1113,0.6789,0.0265,0.378,0.0455,0.09375,0.1241,0.28155714285714284,0.29834285714285713,0.108925,0.29274761904761903,0.0318875344047619
0.2819,0.0961,0.2174,0.0442,0.0657,0.0759,0.1656,0.5588,0.7016,0.4374,0.0228,0.574,0.3034,0.0,0.3742,0.0,0.1934,0.0,0.0,0.1997,0.2174,0.5247,0.0771,0.8824,0.818,0.244,0.0582,0.1302,0.3948,0.1096142857142857,0.4031142857142857,0.2625,0.3052809523809524,0.08013625
0.1909,0.1378,0.5487,0.3477,0.7231,0.0569,0.1815,0.0847,0.7446,0.5702,0.0986,0.3249,0.3704,0.0,0.378,0.0,0.2528,0.0,0.0,0.1707,0.2174,0.7067,0.0847,0.8925,0.89,0.2478,0.0493,0.33418333333333333,0.3392714285714286,0.1145,0.4412,0.336727380952381,0.3323,0.1118945086904762
0.1745,0.287,0.3312,0.4804,0.7004,0.0531,0.098,0.5626,0.2554,0.2718,0.0569,0.512,0.4121,0.0,0.3641,0.0,0.1846,0.0,0.0,0.1024,0.2174,0.7522,0.0746,0.8938,0.9545,0.1631,0.0569,0.3377666666666667,0.30982857142857145,0.09301428571428572,0.4446428571428572,0.32379761904761906,0.32743333333333335,0.10602213373015874
0.0594,0.0152,0.0303,0.579,0.0013,0.1694,0.0609,0.0657,0.3641,0.1315,0.0,0.182,0.1429,0.0,0.4008,0.0,0.4551,0.0,0.2187,0.3628,0.2174,0.7535,0.0961,0.89,0.4779,0.2528,0.048,0.14243333333333333,0.1353,0.20534285714285713,0.3908142857142857,0.13886666666666667,0.3289904761904762,0.0456858107936508
0.2061,0.0392,0.0405,0.1011,0.1618,0.0303,0.0543,0.3426,0.244,0.3262,0.158,0.2908,0.402,0.0,0.4324,0.0,0.6865,0.0,0.3502,0.5095,0.2174,0.7573,0.1024,0.8913,0.311,0.3059,0.067,0.09649999999999999,0.2597,0.2826571428571429,0.37889999999999996,0.17809999999999998,0.3468190476190476,0.061768472380952365
0.1479,0.0038,0.0114,0.2061,0.0139,0.5929,0.1073,0.1846,0.0076,0.2465,0.1327,0.2958,0.3338,0.1479,0.4652,0.0,0.6574,0.0,0.6068,0.4475,0.2174,0.7585,0.1125,0.8508,0.1176,0.3426,0.0594,0.16266666666666665,0.1869,0.3321142857142857,0.3512571428571429,0.17478333333333335,0.3448761904761905,0.06027861015873017
0.0506,0.0063,0.0379,0.0936,0.1416,0.6561,0.0755,0.0796,0.024,0.1024,0.0392,0.0101,0.0,0.1783,0.5209,0.0,0.426,0.0,0.5815,0.2427,0.2174,0.7914,0.1239,0.6941,0.1858,0.402,0.0657,0.16435,0.047257142857142866,0.2784857142857143,0.35432857142857144,0.10580357142857143,0.32904761904761903,0.03481441326530612
0.1037,0.0531,0.4248,0.1239,0.2377,0.3616,0.0079,0.0809,0.1062,0.1732,0.158,0.2984,0.2769,0.2807,0.5689,0.0,0.4678,0.0,0.5247,0.2276,0.2174,0.8066,0.1416,0.7282,0.6498,0.4539,0.0721,0.21746666666666667,0.15735714285714283,0.29567142857142853,0.4385142857142857,0.18741190476190475,0.39089999999999997,0.07325931357142856
0.1024,0.0657,0.0278,0.5221,0.0544,0.2491,0.1232,0.115,0.1163,0.469,0.1062,0.464,0.1429,0.4197,0.622,0.0,0.3995,0.0,0.4716,0.3009,0.2174,0.8053,0.153,0.7092,0.7105,0.5196,0.0759,0.17025,0.21951428571428572,0.31624285714285716,0.45584285714285716,0.19488214285714286,0.40930952380952385,0.07976711709183675
0.0164,0.0329,0.0025,0.2023,0.0228,0.8812,0.143,0.1479,0.0025,0.0316,0.1277,0.1669,0.2389,0.5714,0.6979,0.5613,0.7851,0.0,0.8053,0.1681,0.2174,0.8875,0.1694,0.7446,0.6422,0.5322,0.0809,0.19301666666666664,0.12264285714285714,0.5127285714285714,0.4677428571428571,0.1578297619047619,0.48273809523809524,0.07619043863378684
0.0986,0.0645,0.1403,0.0948,0.244,0.33,0.0503,0.1214,0.0999,0.0898,0.1466,0.2035,0.2276,0.3995,0.6523,0.0,0.8559,0.0,0.7674,0.1037,0.2174,0.885,0.1542,0.7497,0.6966,0.4602,0.0518,0.16203333333333333,0.13415714285714286,0.3969714285714286,0.45927142857142866,0.1480952380952381,0.43850476190476195,0.06494046712018142
0.0695,0.0228,0.043,0.0367,0.0392,0.3818,0.0265,0.1593,0.0392,0.067,0.0455,0.0834,0.1922,0.4475,0.6081,0.0,0.6852,0.0,0.7585,0.2048,0.2174,0.8723,0.1466,0.7244,0.1252,0.4008,0.0518,0.09883333333333333,0.08758571428571428,0.3863,0.36264285714285716,0.0932095238095238,0.3705285714285715,0.034536791700680275
0.1403,0.0126,0.0038,0.3729,0.0291,0.2099,0.1404,0.1239,0.1176,0.1226,0.019,0.1264,0.1833,0.3375,0.5474,0.0,0.5651,0.0,0.6549,0.426,0.2174,0.8673,0.1378,0.8786,0.0973,0.3692,0.0506,0.12810000000000002,0.11902857142857141,0.3615571428571429,0.37402857142857143,0.12356428571428571,0.3698714285714286,0.04570289887755102
0.0822,0.0139,0.0531,0.2339,0.0316,0.0784,0.1099,0.1226,0.2086,0.1934,0.1138,0.3515,0.1922,0.225,0.4842,0.0,0.6498,0.0,0.3628,0.5474,0.2174,0.842,0.1226,0.9001,0.2516,0.3224,0.067,0.08218333333333333,0.18457142857142855,0.3241714285714286,0.3890142857142857,0.13337738095238094,0.3674,0.049002849761904756
0.0999,0.0215,0.067,0.378,0.0101,0.091,0.0185,0.2035,0.1631,0.2642,0.0455,0.1985,0.1163,0.0,0.4311,0.0,0.4703,0.0,0.1947,0.3097,0.2174,0.7712,0.1049,0.8976,0.4602,0.2617,0.0556,0.11125,0.14422857142857143,0.20082857142857144,0.39551428571428576,0.12773928571428572,0.33061904761904765,0.04223304098639456
0.153,0.2389,0.2377,0.1264,0.6043,0.0468,0.0689,0.0392,0.531,0.0177,0.1087,0.1884,0.3274,0.0,0.3894,0.0,0.4324,0.0,0.0,0.1618,0.2174,0.7547,0.086,0.9014,0.8913,0.196,0.0442,0.23451666666666668,0.18304285714285715,0.14051428571428573,0.4415714285714286,0.2087797619047619,0.3412190476190477,0.0712396315192744
0.3135,0.1466,0.5765,0.2554,0.7307,0.0405,0.1669,0.3047,0.4678,0.5689,0.2073,0.0898,0.3843,0.0,0.4362,0.0,0.3666,0.0,0.0,0.177,0.2174,0.8015,0.1075,0.9102,0.0038,0.2743,0.0733,0.3438666666666667,0.31281428571428577,0.13997142857142858,0.3411428571428572,0.32834047619047624,0.2740857142857143,0.08999343394557825
0.1075,0.0999,0.1037,0.5158,0.4071,0.086,0.0411,0.4753,0.2415,0.2478,0.0303,0.3123,0.3375,0.0,0.4172,0.0,0.3021,0.0,0.0,0.1277,0.2174,0.7737,0.1062,0.9128,0.7434,0.2035,0.0544,0.22,0.24082857142857142,0.12100000000000001,0.43019999999999997,0.2304142857142857,0.32713333333333333,0.07537619333333333
0.0088,0.8129,0.9128,0.1378,1.0,0.0164,0.0517,0.0329,0.3957,0.22,0.0,0.5714,0.2895,0.0,0.4058,0.0,0.201,0.0,0.0,0.0733,0.2174,0.7724,0.0948,0.914,0.8357,0.1833,0.043,0.48145,0.2230285714285714,0.09715714285714286,0.43722857142857147,0.3522392857142857,0.3238714285714286,0.1140802406632653
0.1606,0.0101,0.0632,0.4842,0.0202,0.2566,0.0781,0.536,0.2073,0.1492,0.0,0.0796,0.0796,0.0,0.4539,0.0,0.5006,0.0,0.2061,0.2794,0.2174,0.8293,0.1138,0.9052,0.1087,0.3009,0.0619,0.16581666666666664,0.16140000000000004,0.2057142857142857,0.36245714285714276,0.16360833333333336,0.31020952380952377,0.050752863174603174
0.244,0.2984,0.3818,0.1454,0.8407,0.1277,0.0477,0.2073,0.2769,0.4071,0.1542,0.2617,0.3843,0.0,0.464,0.0,0.4602,0.0,0.2035,0.1985,0.2174,0.7876,0.115,0.9216,0.1643,0.2162,0.019,0.3396666666666666,0.24845714285714285,0.18945714285714285,0.34872857142857144,0.29406190476190475,0.29563809523809526,0.08693590140589569
0.0746,0.0544,0.0101,0.2073,0.2238,0.0506,0.0728,0.2086,0.2528,0.0936,0.0455,0.0202,0.4362,0.0,0.4703,0.0,0.4033,0.0,0.1858,0.2073,0.2174,0.7889,0.1214,0.9178,0.0101,0.2427,0.0177,0.10346666666666667,0.16138571428571427,0.18095714285714284,0.33085714285714285,0.13242619047619048,0.2808904761904762,0.037197255702947844
0.2895,0.0341,0.1795,0.4071,0.0695,0.0,0.0848,0.0822,0.4248,0.4779,0.0,0.0329,0.2617,0.0,0.5297,0.0,0.196,0.0,0.2541,0.0771,0.2174,0.8306,0.1403,0.9254,0.4362,0.287,0.0013,0.16328333333333334,0.19490000000000002,0.15098571428571428,0.40545714285714285,0.17909166666666668,0.3206333333333333,0.05742275805555556
0.177,0.0872,0.1214,0.4197,0.1479,0.1327,0.0901,0.0948,0.0531,0.2035,0.1226,0.3224,0.3224,0.0,0.5284,0.0,0.6056,0.0,0.426,0.3224,0.2174,0.8571,0.1365,0.9191,0.3338,0.3262,0.0114,0.18098333333333336,0.17270000000000002,0.2689142857142857,0.40021428571428574,0.17684166666666667,0.35644761904761907,0.06303479103174604
0.1226,0.0088,0.0,0.4298,0.0114,0.22,0.0119,0.1643,0.0468,0.2579,0.0455,0.0948,0.3464,0.263,0.5866,0.0,0.531,0.0,0.4994,0.2035,0.2174,0.9064,0.1492,0.9153,0.3287,0.3401,0.0139,0.1321,0.13822857142857142,0.29764285714285715,0.41014285714285714,0.1351642857142857,0.3726428571428571,0.050368005612244894
0.3173,0.2238,0.196,0.11,0.3869,0.3489,0.0384,0.0442,0.1327,0.3161,0.1934,0.0253,0.4248,0.4463,0.6308,0.5929,0.4728,0.0,0.555,0.0948,0.2174,0.957,0.1606,0.9166,0.0417,0.4058,0.0164,0.26381666666666664,0.16784285714285715,0.39894285714285715,0.38792857142857146,0.21582976190476189,0.3916,0.08451893476190475
0.0468,0.1947,0.0721,0.3906,0.6637,0.3034,0.045,0.0683,0.2314,0.0291,0.1327,0.2478,0.1922,0.6334,0.6941,0.6839,0.469,0.0,0.7408,0.1808,0.2174,0.9886,0.1757,0.7863,0.0999,0.4109,0.0152,0.27855,0.13521428571428573,0.48600000000000004,0.38485714285714284,0.20688214285714288,0.4185714285714286,0.08659495408163266
0.0582,0.0683,0.0164,0.067,0.0784,0.7446,0.0066,0.0417,0.0265,0.1201,0.0986,0.0051,0.2389,0.5234,0.7383,0.7611,0.7193,0.0,0.8407,0.4096,0.2174,0.9962,0.196,0.7724,0.6688,0.4791,0.0126,0.17215000000000003,0.07678571428571428,0.5703428571428572,0.4775,0.12446785714285716,0.508447619047619,0.06328538561224491
0.1719,0.0898,0.0708,0.0569,0.2364,0.5398,0.2252,0.1315,0.0417,0.2389,0.1757,0.0569,0.4286,0.804,0.8293,0.7863,0.8673,0.0,0.9381,0.7712,0.2174,0.9772,0.2111,0.7573,0.6827,0.5777,0.0228,0.19426666666666667,0.18549999999999997,0.7137428571428572,0.49231428571428576,0.18988333333333332,0.5661238095238096,0.10749747603174603
0.5588,0.0114,0.134,0.2263,0.0468,0.1416,0.0662,0.1884,0.0442,0.2807,0.0303,0.5727,0.2946,0.4273,0.7295,0.7244,0.3869,0.0,0.7206,0.4324,0.2174,0.9823,0.1896,0.9305,0.1302,0.4298,0.0063,0.1864833333333333,0.21101428571428574,0.4887285714285715,0.4123,0.19874880952380952,0.4377761904761905,0.08700749669501134
0.3932,0.0506,0.0986,0.6422,0.0923,0.182,0.1325,0.1176,0.0088,0.0442,0.0,0.0885,0.2491,0.2705,0.6928,0.5411,0.1972,0.0,0.6966,0.1922,0.2174,0.981,0.177,0.9355,0.3325,0.3767,0.0101,0.24315,0.09152857142857142,0.3700571428571429,0.4328857142857143,0.16733928571428572,0.41194285714285717,0.06893422346938775
0.2111,0.1757,0.1681,0.1593,0.464,0.354,0.1126,0.1113,0.0961,0.3906,0.1327,0.4526,0.4602,0.1504,0.6245,0.0,0.2693,0.0,0.6119,0.0619,0.2174,0.9735,0.1656,0.9456,0.6334,0.3603,0.0025,0.2553666666666667,0.2508714285714286,0.2454285714285714,0.4711857142857143,0.25311904761904763,0.3959333333333333,0.10021826825396825
0.1492,0.1011,0.0784,0.2187,0.5386,0.2339,0.0556,0.1037,0.0733,0.4362,0.0228,0.22,0.0973,0.0,0.5702,0.0,0.4526,0.0,0.3477,0.0468,0.2174,0.8432,0.1517,0.9494,0.129,0.2984,0.0051,0.2199833333333333,0.1441285714285714,0.2024714285714286,0.3706,0.18205595238095235,0.31455714285714287,0.057267000221088424
0.2908,0.182,0.1441,0.1226,0.5917,0.0582,0.0344,0.0152,0.3755,0.4918,0.2149,0.1631,0.2276,0.0,0.5133,0.0,0.6688,0.0,0.201,0.0354,0.2174,0.9393,0.134,0.9671,0.507,0.2491,0.0038,0.23156666666666667,0.21750000000000003,0.20264285714285715,0.4311,0.22453333333333336,0.35494761904761907,0.07969757206349208
0.134,0.1075,0.0657,0.0847,0.5866,0.0771,0.0146,0.2364,0.2339,0.1896,0.0202,0.2516,0.2617,0.0,0.574,0.6131,0.3793,0.0,0.2958,0.0657,0.2174,0.9646,0.158,0.9722,0.5234,0.2908,0.0202,0.1759333333333333,0.17257142857142857,0.2754142857142857,0.4495142857142857,0.17425238095238094,0.3914809523809524,0.06821648804988661
0.196,0.2111,0.0619,0.1846,0.5563,0.7332,0.0834,0.0265,0.1378,0.1568,0.0695,0.158,0.4083,0.0,0.6258,0.0,0.2415,0.0,0.2554,0.0417,0.2174,0.9697,0.1732,0.9418,0.0164,0.3325,0.0063,0.32384999999999997,0.14861428571428573,0.16634285714285715,0.37961428571428574,0.23623214285714284,0.30852380952380953,0.0728832406462585
0.2086,0.1593,0.1909,0.0721,0.536,0.5575,0.1285,0.0645,0.0544,0.2263,0.0936,0.1694,0.2895,0.0,0.6662,0.6625,0.3236,0.0,0.3616,0.1492,0.2174,0.9747,0.1871,0.9785,0.4109,0.3717,0.0,0.28740000000000004,0.1466,0.30901428571428574,0.4486142857142857,0.21700000000000003,0.40208095238095237,0.08725156666666667
0.2958,0.1517,0.1669,0.1087,0.4159,0.5689,0.1205,0.086,0.0063,0.0847,0.2756,0.0544,0.4121,0.2364,0.7054,0.646,0.5626,0.0,0.507,0.2819,0.2174,0.9785,0.182,0.9684,0.5133,0.3995,0.0088,0.28465,0.14851428571428574,0.41990000000000005,0.46684285714285717,0.2165821428571429,0.45119523809523815,0.09772083151360547
0.1176,0.5411,0.2478,0.2124,0.9456,0.0556,0.0225,0.0872,0.2225,0.2668,0.0796,0.3059,0.1087,0.0,0.5525,0.7813,0.4539,0.0,0.263,0.2099,0.2174,0.9343,0.1719,0.9836,0.976,0.2781,0.1391,0.35335,0.15617142857142857,0.32294285714285714,0.5286285714285714,0.2547607142857143,0.4600666666666667,0.11720691261904762
0.129,0.378,0.2314,0.5702,0.8951,0.024,0.0199,0.0114,0.0607,0.0126,0.0303,0.3843,0.2718,0.0,0.5879,0.6587,0.2566,0.0,0.3009,0.0872,0.2174,0.9494,0.1783,0.981,0.8673,0.2946,0.134,0.37128333333333335,0.11299999999999999,0.27018571428571425,0.5174285714285713,0.24214166666666667,0.43501428571428563,0.10533508416666665
0.2427,0.2377,0.6157,0.1997,0.8306,0.0139,0.0371,0.1934,0.1188,0.2731,0.0695,0.0531,0.2807,0.0,0.6182,0.7712,0.5992,0.0,0.4298,0.225,0.2174,0.933,0.1922,0.9861,0.842,0.3161,0.1441,0.35671666666666674,0.14652857142857142,0.3776285714285715,0.5187,0.25162261904761907,0.4716761904761905,0.11868439839002269
0.0607,0.0493,0.0872,0.292,0.2099,0.0898,0.0636,0.067,0.153,0.1669,0.1226,0.0493,0.2946,0.0,0.6625,0.8394,0.7434,0.0,0.6979,0.3944,0.2174,0.9659,0.2048,0.9823,0.5689,0.3552,0.1353,0.1314833333333333,0.13099999999999998,0.4768,0.4899714285714286,0.13124166666666665,0.48558095238095245,0.06372845349206349
0.6941,0.2351,0.7244,0.7686,0.2187,0.598,0.4596,0.0619,0.1884,0.5512,0.3856,0.3628,0.1087,0.1833,0.7042,0.8976,0.8116,0.0,0.7876,0.5917,0.2174,0.9798,0.2187,0.9848,0.3793,0.3944,0.1365,0.5398166666666667,0.3026,0.568,0.4729857142857143,0.42120833333333335,0.5046571428571428,0.21256579404761902
0.4501,0.359,0.6081,0.2655,0.7219,0.0392,0.1881,0.2946,0.469,0.6789,0.1871,0.0506,0.4678,0.1429,0.6738,0.8685,0.9368,0.0,0.5664,0.5247,0.2174,0.9507,0.2263,0.9937,0.7193,0.3464,0.1492,0.4073,0.33372857142857143,0.5304428571428571,0.5147142857142857,0.3705142857142857,0.5199571428571428,0.19265154938775506
0.3085,0.1719,0.2794,0.426,0.5461,0.0417,0.1179,0.1694,0.4437,0.5133,0.1188,0.11,0.2769,0.0,0.6334,0.8369,0.6511,0.0,0.4121,0.292,0.2174,0.9292,0.22,0.9912,0.8015,0.3489,0.1416,0.29560000000000003,0.25,0.40364285714285714,0.5214,0.27280000000000004,0.48214761904761905,0.1315298704761905
0.1694,0.292,0.1264,0.2516,0.9229,0.0088,0.0649,0.1125,0.1909,0.1163,0.0303,0.0556,0.2276,0.0,0.6056,0.909,0.6675,0.0,0.3047,0.4008,0.2174,0.9418,0.2124,0.9899,0.8319,0.2807,0.1466,0.2951833333333333,0.11401428571428572,0.4125142857142857,0.5172428571428571,0.20459880952380952,0.48233333333333334,0.09868482579365079
0.0683,0.6625,0.1138,0.1745,0.9949,0.1707,0.0318,0.0771,0.0405,0.0392,0.0202,0.0607,0.402,0.0,0.5651,0.8951,0.5322,0.0,0.2427,0.3527,0.2174,0.9406,0.201,0.9874,0.9229,0.2756,0.1542,0.36411666666666664,0.09592857142857143,0.3696857142857143,0.5284428571428571,0.23002261904761903,0.4755238095238095,0.10938123208616779
0.067,0.6776,0.4008,0.6131,0.9848,0.0291,0.106,0.1466,0.2276,0.3224,0.0455,0.1365,0.4968,0.0,0.5335,0.9507,0.3325,0.866,0.2073,0.2503,0.9899,0.9052,0.2073,0.9772,0.9381,0.2402,0.1555,0.4620666666666667,0.21162857142857142,0.44861428571428574,0.6304857142857142,0.33684761904761906,0.5698619047619048,0.19195662580498868
0.0405,0.5247,0.6119,0.0771,0.981,0.0265,0.1245,0.1024,0.4829,0.2845,0.0,0.0215,0.4121,0.0,0.5348,0.9823,0.5044,0.9077,0.2276,0.2958,1.0,0.9039,0.225,0.9646,0.9747,0.2377,0.1479,0.37694999999999995,0.2039857142857143,0.49322857142857135,0.6362571428571429,0.2904678571428571,0.5885809523809523,0.17096384799319725
0.0417,0.1934,0.3793,0.5183,0.7762,0.1125,0.2609,0.0278,0.2377,0.3894,0.1138,0.33,0.4425,0.1454,0.5044,0.9608,0.2882,0.9836,0.0,0.1833,0.2174,0.8748,0.1985,0.9241,0.9735,0.153,0.1568,0.3369,0.25744285714285714,0.4379571428571428,0.49972857142857147,0.29717142857142853,0.47913809523809525,0.14238615224489795
0.0303,0.1037,0.0228,0.1896,0.3641,0.0152,0.249,0.0303,0.2035,0.4033,0.0228,0.1555,0.4678,0.2491,0.5815,0.9418,0.6271,0.9418,0.1985,0.5954,0.9899,0.8837,0.2339,0.9482,0.9418,0.2023,0.1656,0.12094999999999999,0.2188857142857143,0.590742857142857,0.6236285714285714,0.16991785714285715,0.6126666666666666,0.10410300714285713
0.0152,0.1302,0.0177,0.134,0.445,0.0177,0.2649,0.0088,0.1542,0.11,0.0228,0.0278,0.5335,0.2238,0.6574,0.9052,0.7408,0.914,0.3515,0.6688,0.2174,0.9254,0.2402,0.9949,0.885,0.2933,0.1454,0.12663333333333335,0.1602857142857143,0.6373571428571428,0.5288,0.14345952380952381,0.5649857142857143,0.08105258153061225
0.019,0.0885,0.0316,0.1201,0.4374,0.0379,0.102,0.0354,0.1264,0.0973,0.0,0.1618,0.2389,0.1808,0.6903,0.7649,0.6296,0.8786,0.4475,0.531,0.2174,0.914,0.2491,0.9975,0.866,0.3793,0.1403,0.12241666666666667,0.10882857142857143,0.5889571428571428,0.537657142857143,0.11562261904761906,0.554757142857143,0.06414247379251703
0.0316,0.0518,0.1125,0.4387,0.1454,0.0013,0.1642,0.0531,0.2668,0.2149,0.0228,0.0936,0.2895,0.2642,0.7611,0.7762,0.9052,0.8723,0.6612,0.8167,0.2174,0.9153,0.2554,0.9987,0.8571,0.3869,0.153,0.13021666666666668,0.15784285714285715,0.7224142857142857,0.5405428571428571,0.1440297619047619,0.6011666666666666,0.08658589186507937
0.0228,0.0278,0.0569,0.1327,0.1555,0.0367,0.1219,0.0544,0.0683,0.0771,0.0455,0.0771,0.1163,0.6144,0.8597,0.8875,0.9747,0.0,0.9393,0.8963,0.2174,0.9444,0.2693,1.0,0.8761,0.4336,0.1504,0.07206666666666668,0.08008571428571429,0.7388428571428571,0.5558857142857143,0.07607619047619049,0.6168714285714286,0.04692922829931974
