Asthma,CHD,Disability,LBW,OldAge,YoungAge,POC,NoIns,HBLI,LowInc,LowEd,Unemp,LingIso,Freight,PWDis,Waste,Psites,RMP,TRI,CF,CANCER,HI,PM25,DSLPM,PTRAF,RSEI_AIR,EBLL,SenPop,SEFac,EnvCond,EnvExp,PopChar,PolBur,Index
0.2781,0.2099,0.244,0.1947,0.2263,0.5196,0.3788,0.3755,0.2326,0.2364,0.3856,0.0645,0.5917,0.0,0.7699,0.0,0.3881,0.0,0.488,0.5234,0.2174,0.6511,0.1643,0.7155,0.6991,0.4526,0.493,0.27876666666666666,0.32358571428571425,0.3099142857142857,0.4847142857142857,0.3011761904761905,0.426447619047619,0.1284358693424036
0.1163,0.3805,0.4172,0.22,0.3692,0.2895,0.3907,0.7813,0.3211,0.3944,0.6814,0.3932,0.7459,0.2263,0.8129,0.5891,0.4235,0.0,0.7737,0.7775,0.2174,0.6612,0.1972,0.7358,0.5348,0.4905,0.4956,0.29878333333333335,0.5297142857142856,0.5147142857142857,0.4760714285714286,0.4142488095238095,0.48895238095238097,0.202547941723356
0.3679,0.3211,0.2743,0.5917,0.2124,0.6473,0.4808,0.8913,0.3401,0.1479,0.8331,0.6081,0.7712,0.4678,0.6764,0.5727,0.6979,0.0,0.8761,0.8116,0.2174,0.6599,0.2276,0.7939,0.7724,0.5107,0.5032,0.40245,0.5817857142857142,0.5860714285714286,0.5264428571428571,0.4921178571428571,0.5463190476190476,0.2688533590306122
0.1201,0.3072,0.1378,0.1656,0.4096,0.3375,0.3179,0.1833,0.182,0.3742,0.0936,0.4652,0.464,0.7889,0.5272,0.6574,0.1985,0.0,0.3995,0.6877,0.2174,0.6877,0.2453,0.7977,0.9798,0.5563,0.5019,0.24629999999999996,0.2971714285714286,0.46560000000000007,0.5694428571428573,0.2717357142857143,0.5348285714285715,0.14533202387755106
0.2073,0.2503,0.2035,0.4463,0.33,0.6839,0.2013,0.6081,0.067,0.3211,0.2377,0.4627,0.3843,0.6233,0.2554,0.5664,0.2465,0.9153,0.4817,0.5803,0.2174,0.7193,0.2617,0.7965,0.9431,0.5752,0.5006,0.35355,0.32602857142857145,0.5241285714285714,0.5734000000000001,0.3397892857142857,0.5569761904761905,0.18925454192176872
0.091,0.244,0.1618,0.1694,0.1909,0.7762,0.1841,0.043,0.0695,0.1504,0.2516,0.3198,0.4387,0.756,0.0923,0.0,0.8925,0.9444,0.8331,0.8243,0.2174,0.7295,0.2743,0.8003,0.7813,0.574,0.4943,0.2722166666666666,0.20815714285714287,0.6203714285714286,0.5530142857142857,0.24018690476190474,0.5754666666666667,0.13821955746031744
0.2035,0.3059,0.1075,0.3919,0.4387,0.6207,0.4543,0.622,0.4728,0.4311,0.6005,0.4539,0.7434,0.7965,0.292,0.0,0.6839,0.0,0.8799,0.914,0.2174,0.7244,0.3021,0.8053,0.1138,0.6283,0.4968,0.3447,0.5397142857142857,0.5094714285714286,0.4697285714285714,0.44220714285714285,0.48297619047619045,0.21357552125850338
0.3944,0.4033,0.5386,0.6018,0.5373,0.5474,0.4066,0.847,0.7484,0.507,0.7686,0.4311,0.8382,0.5284,0.4197,0.7598,0.5474,0.0,0.6662,0.8091,0.2174,0.7421,0.292,0.8078,0.6094,0.6182,0.5057,0.5038,0.6495571428571427,0.5329428571428572,0.5418,0.5766785714285714,0.538847619047619,0.31074187517006796
0.3995,0.9937,0.8812,0.1884,0.9975,0.019,0.0861,0.5461,0.6928,0.6346,0.5487,0.3565,0.6928,0.0,0.0013,0.0,0.804,0.0,0.7016,0.9052,0.2174,0.7396,0.3704,0.1062,0.402,0.689,0.201,0.5798833333333334,0.5082285714285715,0.3445857142857142,0.38937142857142865,0.5440559523809525,0.37444285714285713,0.20371786525510208
0.2604,0.4071,0.4374,0.4121,0.6713,0.5537,0.3457,0.5841,0.1214,0.0468,0.3767,0.3262,0.7459,0.0,0.0101,0.0,0.0619,0.0,0.3527,0.5171,0.2174,0.6662,0.3654,0.0973,0.2124,0.5967,0.2061,0.457,0.36382857142857145,0.13454285714285713,0.3373571428571429,0.41041428571428573,0.26975238095238097,0.11071023074829933
0.3338,0.6056,0.5777,0.4703,0.7927,0.4602,0.245,0.7092,0.2566,0.0607,0.5676,0.0973,0.7863,0.0,0.0025,0.0,0.7497,0.0,0.7901,0.8875,0.2174,0.6903,0.4197,0.1011,0.6131,0.7446,0.1972,0.54005,0.3889571428571429,0.34711428571428576,0.4262,0.46450357142857146,0.39983809523809527,0.18572622323129254
0.426,0.6789,0.646,0.4033,0.5247,0.378,0.3007,0.5967,0.1568,0.268,0.3616,0.5436,0.6599,0.0,0.0051,0.0,0.6384,0.0,0.2604,0.2769,0.2174,0.6802,0.4716,0.1125,0.5676,0.8306,0.2023,0.5094833333333334,0.41247142857142854,0.16868571428571427,0.44031428571428577,0.46097738095238094,0.3497714285714286,0.16123671707482995
0.3009,0.5575,0.426,0.1858,0.7497,0.397,0.196,0.3085,0.0632,0.0695,0.3312,0.1214,0.7004,0.0,0.0076,0.0,0.0645,0.0,0.0,0.4298,0.2174,0.7813,0.5209,0.1365,0.5967,0.9229,0.2086,0.43615000000000004,0.25574285714285716,0.0717,0.4834714285714286,0.3459464285714286,0.34621428571428575,0.11977159566326533
0.3957,0.7105,0.3123,0.1214,0.9001,0.4753,0.1629,0.5335,0.4539,0.0746,0.3489,0.2301,0.6713,0.1795,0.0442,0.0,0.0,0.0,0.0,0.1302,0.2174,0.7838,0.5942,0.129,0.6195,0.9355,0.2073,0.4858833333333333,0.3536,0.050557142857142856,0.4981,0.4197416666666667,0.34891904761904763,0.14645586257936508
0.3603,0.6612,0.3287,0.311,0.665,0.5512,0.1947,0.3072,0.2655,0.1593,0.5044,0.3034,0.7231,0.1365,0.0063,0.0,0.0607,0.0,0.0,0.3641,0.2174,0.6941,0.5461,0.1163,0.3211,0.8913,0.2035,0.4795666666666667,0.35108571428571433,0.08108571428571429,0.4271142857142857,0.4153261904761905,0.3117714285714286,0.12948683972789118
0.4286,0.5841,0.3173,0.2996,0.8584,0.3603,0.2887,0.6485,0.5676,0.2503,0.464,0.4058,0.7939,0.0,0.0038,0.0,0.3906,0.0,0.3932,0.4589,0.2174,0.6979,0.5247,0.11,0.5424,0.8205,0.1997,0.4747166666666667,0.4884,0.1780714285714286,0.44465714285714286,0.4815583333333333,0.3557952380952381,0.17133616186507936
0.5209,0.6751,0.3034,0.3704,0.4121,0.5221,0.3709,0.9937,0.4968,0.7016,0.6523,0.7623,0.8306,0.1403,0.091,0.0,0.0708,0.0,0.4526,0.1669,0.2174,0.5095,0.5689,0.115,0.6928,0.8116,0.2048,0.4673333333333334,0.6868857142857142,0.13165714285714286,0.4457142857142857,0.5771095238095238,0.3410285714285714,0.19681083646258504
0.3654,0.5967,0.2579,0.2478,0.5613,0.3515,0.2781,0.6839,0.1808,0.2655,0.2756,0.354,0.732,0.2023,0.0,0.0,0.4248,0.0,0.6296,0.6346,0.2174,0.7332,0.464,0.1049,0.3085,0.6903,0.1985,0.3967666666666667,0.3957,0.2701857142857143,0.38811428571428574,0.3962333333333333,0.3488047619047619,0.1382080734920635
0.33,0.531,0.3262,0.689,0.4223,0.6157,0.4,0.6157,0.1365,0.1884,0.6334,0.0822,0.7535,0.1416,0.0088,0.0,0.115,0.0,0.225,0.0721,0.2174,0.7307,0.4147,0.0999,0.1606,0.5904,0.196,0.48569999999999997,0.4013857142857143,0.08035714285714286,0.3442428571428572,0.4435428571428571,0.25628095238095244,0.11367158585034016
0.4159,0.6271,0.3489,0.5563,0.531,0.4728,0.3483,0.6334,0.574,0.5866,0.4033,0.1808,0.7838,0.5145,0.0847,0.0,0.158,0.0,0.8205,0.7611,0.2174,0.5917,0.5398,0.1353,0.2845,0.7067,0.2187,0.492,0.5014571428571427,0.3341142857142857,0.3848714285714286,0.49672857142857135,0.367952380952381,0.18277246054421767
0.3919,0.5284,0.3439,0.7775,0.6435,0.5209,0.6278,0.8761,0.6827,0.2491,0.9292,0.3413,0.8799,0.5676,0.2845,0.0,0.134,0.0,0.6764,0.7004,0.2174,0.7636,0.3502,0.7889,0.7282,0.6991,0.5461,0.53435,0.6551571428571428,0.3375571428571429,0.5847857142857144,0.5947535714285714,0.5023761904761905,0.2987900334863946
0.4008,0.4324,0.22,0.5879,0.2984,0.732,0.6053,0.9368,0.622,0.5613,0.7914,0.5221,0.8268,0.3818,0.1871,0.0,0.0784,0.0,0.4956,0.6953,0.2174,0.7219,0.3666,0.7054,0.4197,0.6561,0.536,0.44525,0.6951,0.2626,0.5175857142857143,0.570175,0.4325904761904762,0.24665227476190477
0.4829,0.5689,0.3085,0.3944,0.5651,0.335,0.4636,0.8571,0.3793,0.5221,0.9343,0.2238,0.9532,0.0,0.0303,0.0,0.0,0.0,0.0,0.2377,0.2174,0.6751,0.4109,0.2377,0.2743,0.5954,0.5348,0.44246666666666673,0.6190571428571429,0.03828571428571429,0.4208,0.5307619047619048,0.2932952380952381,0.15566993922902495
0.3641,0.5461,0.3565,0.6346,0.4526,0.507,0.4954,0.7585,0.4994,0.4463,0.5954,0.4172,0.8078,0.3123,0.0746,0.0,0.5917,0.0,0.4564,0.2731,0.2174,0.6738,0.4703,0.1113,0.1214,0.5841,0.5335,0.47681666666666667,0.5742857142857144,0.2440142857142857,0.38739999999999997,0.5255511904761905,0.3396047619047619,0.17847968691043084
0.4804,0.5499,0.3009,0.3451,0.3654,0.7092,0.4689,0.8534,0.7826,0.4248,0.9418,0.3767,0.8824,0.0,0.0506,0.0,0.1694,0.0,0.0,0.0,0.2174,0.6713,0.4437,0.1176,0.2617,0.5651,0.5373,0.45848333333333335,0.6758,0.03142857142857143,0.40201428571428577,0.5671416666666667,0.27848571428571434,0.15794085214285716
0.335,0.3477,0.4918,0.4728,0.378,0.4678,0.5907,0.8559,0.7472,0.292,0.957,0.7067,0.9798,0.3704,0.0784,0.0,0.5575,0.909,0.5284,0.4981,0.2174,0.5866,0.5171,0.1922,0.0809,0.6081,0.5386,0.4155166666666667,0.7327571428571428,0.42025714285714283,0.3915571428571428,0.5741369047619047,0.4011238095238095,0.2302999824263038
0.4046,0.5095,0.6827,0.3578,0.5006,0.8432,0.5444,0.775,0.6877,0.4223,0.78,0.4374,0.823,0.1972,0.0708,0.0,0.1429,0.0,0.3692,0.3843,0.2174,0.5107,0.488,0.1985,0.4071,0.5815,0.5436,0.5497333333333333,0.6385428571428571,0.16634285714285715,0.4209714285714286,0.5941380952380952,0.33609523809523817,0.1996869845804989
0.5474,0.4425,0.5373,0.4425,0.2845,0.9393,0.5258,0.7737,0.6776,0.3995,0.9052,0.2314,0.9128,0.0,0.115,0.0,0.0,0.0,0.0,0.1631,0.2174,0.67,0.4374,0.2718,0.2174,0.603,0.5398,0.53225,0.6322857142857143,0.03972857142857143,0.42240000000000005,0.5822678571428572,0.2948428571428572,0.17167751862244904
0.603,0.5487,0.3831,0.4753,0.5057,0.7851,0.6318,0.9418,0.7636,0.7472,0.9962,0.287,0.9659,0.1896,0.1176,0.0,0.0999,0.0,0.2807,0.2756,0.2174,0.4526,0.4602,0.2743,0.5841,0.6119,0.5424,0.55015,0.7619285714285713,0.13762857142857143,0.44898571428571427,0.6560392857142856,0.3452,0.2264647614285714
0.5057,0.488,0.5626,0.641,0.3489,0.6738,0.6755,0.9241,0.7724,0.5815,0.8786,0.3919,0.8887,0.3856,0.2478,0.0,0.1896,0.0,0.5196,0.7269,0.2174,0.5853,0.4185,0.5234,0.4387,0.7345,0.5411,0.5366666666666667,0.7303857142857143,0.29564285714285715,0.4941285714285715,0.6335261904761905,0.42796666666666666,0.271128091984127
0.3729,0.6131,0.5436,0.177,0.7674,0.6877,0.6371,0.9039,0.2592,0.4109,0.8824,0.2174,0.9595,0.5664,0.2731,0.0,0.2427,0.0,0.6814,0.7497,0.2174,0.6675,0.3932,0.6346,0.7257,0.7788,0.5474,0.5269499999999999,0.6100571428571427,0.35904285714285716,0.5663714285714285,0.5685035714285713,0.49726190476190474,0.28269516879251694
0.3666,0.3236,0.4893,0.7408,0.7042,0.6852,0.6848,0.9064,0.555,0.3401,0.9115,0.2048,0.8534,0.708,0.2592,0.6245,0.6005,0.0,0.9014,0.9456,0.2174,0.445,0.4539,0.3515,0.6953,0.8887,0.5499,0.5516166666666668,0.6365714285714287,0.5770285714285713,0.5145285714285714,0.5940940476190477,0.5353619047619048,0.31805532094104316
0.4033,0.2946,0.3704,0.5929,0.1808,0.9886,0.6742,0.8154,0.8331,0.6839,0.8432,0.0594,0.9039,0.7155,0.2377,0.8736,0.8774,0.0,0.9229,0.9595,0.2174,0.464,0.4728,0.3325,0.4539,0.8685,0.5449,0.47176666666666667,0.6875857142857144,0.6552285714285715,0.47914285714285715,0.5796761904761905,0.5378380952380953,0.3117719381405896
0.5777,0.3489,0.4943,0.6561,0.0986,0.9709,0.7457,0.9621,0.6334,0.6726,0.9772,0.3704,0.9848,0.6865,0.1163,0.8483,0.7067,0.0,0.7257,0.8508,0.2174,0.3755,0.5145,0.2908,0.1783,0.665,0.5512,0.5244166666666666,0.7637428571428571,0.5620428571428572,0.39895714285714284,0.6440797619047618,0.4533190476190476,0.29197362425736956
0.4273,0.3628,0.6574,0.5209,0.7547,0.8306,0.7152,0.8369,0.6207,0.2592,0.9532,0.0076,0.9456,0.6966,0.0822,0.0,0.1024,0.981,0.8698,0.7914,0.2174,0.3742,0.5929,0.2579,0.3198,0.6448,0.5487,0.5922833333333334,0.6197714285714284,0.5033428571428572,0.4222428571428572,0.6060273809523808,0.44927619047619055,0.27227367303854877
0.4526,0.3439,0.6018,0.4766,0.4248,0.7016,0.8,0.8799,0.6043,0.1391,0.9659,0.4008,0.952,0.6574,0.0733,0.5853,0.1011,0.9039,0.933,0.9254,0.2174,0.4513,0.5436,0.2528,0.5284,0.6296,0.555,0.5002166666666666,0.6774285714285713,0.5970571428571428,0.45401428571428576,0.5888226190476189,0.5016952380952381,0.29540950405895683
0.22,0.3692,0.5575,0.5057,0.6511,0.6789,0.5722,0.4564,0.4614,0.3148,0.7598,0.2124,0.8597,0.7813,0.3287,0.0,0.4121,0.0,0.8622,0.9216,0.2174,0.7269,0.3489,0.8015,0.0847,0.6966,0.665,0.4970666666666667,0.5195285714285715,0.4722714285714286,0.5058571428571429,0.508297619047619,0.4946619047619048,0.2514354684240363
0.4817,0.4298,0.5879,0.3742,0.7509,0.3072,0.5987,0.9166,0.7358,0.4652,0.8458,0.1353,0.9355,0.8508,0.2996,0.0,0.3047,0.0,0.9608,0.9747,0.2174,0.7623,0.3729,0.6814,0.2364,0.7737,0.67,0.4886166666666667,0.6618428571428572,0.4843714285714285,0.5305857142857143,0.5752297619047619,0.5151809523809524,0.29634741657596375
0.4602,0.3818,0.3957,0.4109,0.1681,0.469,0.645,0.9317,0.4298,0.5537,0.7509,0.3009,0.8925,0.5259,0.3034,0.0,0.3186,0.0,0.7181,0.8597,0.2174,0.4501,0.3957,0.4627,0.6839,0.8104,0.6688,0.38094999999999996,0.6435000000000001,0.3893857142857143,0.527,0.512225,0.4811285714285714,0.2464460825
0.5601,0.4602,0.3274,0.4564,0.555,0.799,0.6503,0.952,0.4943,0.5272,0.8812,0.4817,0.8622,0.5651,0.2832,0.0,0.4564,0.0,0.7092,0.8938,0.2174,0.4614,0.426,0.3831,0.0518,0.8508,0.6662,0.52635,0.6927,0.4153857142857143,0.4366714285714286,0.609525,0.4295761904761905,0.2618374275
0.3755,0.2592,0.5449,0.3186,0.1492,0.7788,0.5735,0.7724,0.5499,0.5284,0.9532,0.244,0.9052,0.5487,0.3009,0.0,0.4488,0.0,0.6802,0.847,0.2174,0.4627,0.3995,0.3919,0.4033,0.799,0.6675,0.4043666666666667,0.6466571428571427,0.4036571428571429,0.4773285714285715,0.5255119047619047,0.4527714285714286,0.23793677585034012
0.2162,0.2276,0.2099,0.4286,0.2276,0.2996,0.3245,0.6296,0.1972,0.024,0.4678,0.0442,0.6043,0.5879,0.7851,0.8445,0.6308,0.0,0.9583,0.9292,0.2174,0.7788,0.2238,0.7509,0.8976,0.6839,0.5133,0.26825000000000004,0.32737142857142854,0.6765428571428572,0.5808142857142856,0.29781071428571426,0.6127238095238096,0.18247571537414967
0.4197,0.5259,0.2516,0.3856,0.3439,0.8938,0.5272,0.9671,0.756,0.8268,0.8559,0.3363,0.7332,0.6296,0.3995,0.7484,0.5133,0.0,0.8887,0.866,0.2174,0.7408,0.3161,0.8091,0.5853,0.6498,0.5234,0.47008333333333335,0.7146428571428572,0.5779285714285713,0.5488428571428572,0.5923630952380953,0.5585380952380953,0.33085735490362816
0.5449,0.4678,0.5335,0.359,0.3881,0.0936,0.457,0.7332,0.5449,0.713,0.7636,0.4665,0.8534,0.2731,0.4728,0.8925,0.1947,0.0,0.7332,0.5727,0.2174,0.7699,0.287,0.8066,0.7269,0.6321,0.5221,0.3978166666666667,0.6473714285714286,0.44842857142857145,0.566,0.5225940476190476,0.5268095238095237,0.275307521371882
0.4867,0.4867,0.2491,0.4172,0.1125,0.5487,0.498,0.9254,0.2794,0.6574,0.7269,0.1454,0.8116,0.2996,0.4576,0.7939,0.1327,0.0,0.7522,0.6296,0.2174,0.7497,0.3009,0.799,0.2225,0.6397,0.5196,0.3834833333333334,0.5777285714285715,0.43794285714285713,0.49268571428571434,0.48060595238095244,0.47443809523809527,0.2280177726077098
0.2225,0.2554,0.1858,0.0759,0.2579,0.3831,0.453,0.6637,0.1024,0.1125,0.6056,0.4425,0.7788,0.4185,0.6131,0.7282,0.1884,0.0,0.799,0.5032,0.2174,0.7484,0.2668,0.7952,0.952,0.622,0.5171,0.23009999999999997,0.45121428571428573,0.4643428571428571,0.5884142857142857,0.3406571428571429,0.5470571428571428,0.18635892326530612
0.2301,0.2225,0.2453,0.5487,0.1024,0.5322,0.4781,0.5942,0.1934,0.2073,0.5284,0.2668,0.713,0.3173,0.579,0.6865,0.1669,0.0,0.531,0.2453,0.2174,0.737,0.2895,0.7901,0.2579,0.6245,0.5209,0.31353333333333333,0.4258857142857143,0.3608571428571428,0.4910428571428572,0.3697095238095238,0.44764761904761907,0.16549958807256238
0.2465,0.2364,0.4981,0.1353,0.2604,0.4539,0.3881,0.7016,0.5006,0.3236,0.3616,0.3236,0.6839,0.7143,0.6915,0.6422,0.2377,0.0,0.6523,0.6776,0.2174,0.7282,0.2503,0.7535,0.9924,0.6738,0.5183,0.3051,0.469,0.5165142857142857,0.5905571428571428,0.38705,0.5658761904761904,0.2190223795238095
0.1188,0.1555,0.177,0.2731,0.0531,0.4412,0.3775,0.9343,0.5765,0.2516,0.6207,0.5954,0.6979,0.4501,0.7535,0.6802,0.1783,0.0,0.6574,0.5019,0.2174,0.8129,0.2427,0.7168,0.9848,0.7724,0.5158,0.20311666666666664,0.5791285714285715,0.4602,0.6089714285714286,0.3911226190476191,0.5593809523809524,0.2187865431405896
0.115,0.1795,0.5259,0.158,0.4539,0.196,0.3364,0.3236,0.2478,0.1075,0.3097,0.5967,0.6233,0.6713,0.8078,0.9229,0.756,0.0,0.9735,0.89,0.2174,0.8243,0.2314,0.7118,0.9102,0.9709,0.512,0.27138333333333337,0.36357142857142855,0.7173571428571429,0.6254285714285714,0.317477380952381,0.6560714285714285,0.20828783886054422
0.1681,0.1327,0.1163,0.3894,0.2794,0.1922,0.2185,0.1365,0.1719,0.0202,0.2592,0.1087,0.5891,0.493,0.6852,0.6308,0.2845,0.0,0.6106,0.488,0.2174,0.7775,0.2579,0.7105,0.9279,0.6157,0.4248,0.21301666666666666,0.21487142857142855,0.45601428571428565,0.5616714285714286,0.21394404761904762,0.526452380952381,0.1126313532596372
0.0367,0.1504,0.048,0.1757,0.7257,0.1858,0.1682,0.1403,0.3919,0.3603,0.2402,0.1972,0.5727,0.3477,0.6587,0.0,0.3628,0.0,0.4134,0.2516,0.2174,0.7155,0.2718,0.7067,0.847,0.6068,0.4235,0.22038333333333335,0.29582857142857144,0.29059999999999997,0.541242857142857,0.2581059523809524,0.457695238095238,0.11813386532879817
0.1327,0.0973,0.3995,0.3679,0.5664,0.0721,0.2768,0.2705,0.287,0.2794,0.2124,0.2743,0.5575,0.2516,0.6068,0.0,0.5891,0.0,0.2617,0.11,0.2174,0.7054,0.2882,0.7257,0.732,0.6169,0.4223,0.27265,0.3082714285714286,0.25988571428571433,0.5297000000000001,0.2904607142857143,0.4397619047619048,0.12773355697278913
0.1542,0.1542,0.0506,0.0619,0.2996,0.2086,0.2848,0.1795,0.1757,0.2061,0.1429,0.0354,0.5044,0.1542,0.4766,0.0,0.225,0.0,0.2668,0.1403,0.2174,0.5841,0.3173,0.665,0.5904,0.6435,0.4159,0.15485,0.2184,0.18041428571428572,0.49051428571428574,0.18662499999999999,0.3871476190476191,0.0722514244047619
0.3198,0.1783,0.1277,0.4374,0.4033,0.2743,0.2477,0.311,0.378,0.5107,0.1858,0.3287,0.5727,0.1858,0.531,0.5563,0.3679,0.0,0.3135,0.0973,0.2174,0.6587,0.2971,0.7737,0.1277,0.6258,0.426,0.29013333333333335,0.3620857142857143,0.2931142857142857,0.4466285714285715,0.32610952380952385,0.3954571428571429,0.1289623405442177
0.0556,0.1631,0.3641,0.5133,0.1062,0.3439,0.4649,0.6068,0.5904,0.4096,0.6435,0.3906,0.7396,0.3717,0.4185,0.0,0.2541,0.0,0.6384,0.7459,0.2174,0.7206,0.3312,0.6764,0.5436,0.6877,0.4058,0.2577,0.5493428571428571,0.34694285714285716,0.5118142857142858,0.4035214285714286,0.4568571428571429,0.18435164693877554
0.3616,0.2162,0.091,0.2491,0.0619,0.3679,0.4238,0.8116,0.4235,0.4943,0.5588,0.3072,0.8281,0.6005,0.4437,0.641,0.1909,0.0,0.9317,0.8951,0.2174,0.7434,0.3375,0.7851,0.268,0.6523,0.4324,0.22461666666666666,0.5496142857142857,0.5289857142857144,0.4908714285714285,0.3871154761904762,0.5035761904761905,0.19494213677437644
0.5613,0.4526,0.1201,0.6574,0.4703,0.2592,0.5457,0.6903,0.6359,0.2288,0.6776,0.2276,0.8698,0.5171,0.3729,0.0,0.6195,0.0,0.8104,0.7585,0.2174,0.4387,0.378,0.3856,0.1024,0.7421,0.4273,0.42015,0.5536714285714286,0.4397714285714286,0.38449999999999995,0.4869107142857143,0.4029238095238095,0.1961879198979592
0.2718,0.2541,0.2882,0.2693,0.177,0.8116,0.506,0.4678,0.5424,0.3767,0.6561,0.2149,0.8066,0.4968,0.3957,0.0,0.5158,0.0,0.5676,0.818,0.2174,0.4475,0.3515,0.4779,0.5588,0.7206,0.4298,0.3453333333333333,0.5100714285714286,0.39912857142857144,0.45764285714285713,0.427702380952381,0.43813809523809527,0.18739270651927442
0.4463,0.1896,0.4336,0.4855,0.0518,0.1732,0.3934,0.8496,0.4602,0.3072,0.6346,0.3603,0.6587,0.2655,0.4223,0.0,0.3932,0.0,0.5702,0.3363,0.2174,0.4437,0.3477,0.4463,0.1315,0.7168,0.4172,0.2966666666666667,0.5234285714285715,0.2839285714285714,0.38865714285714287,0.4100476190476191,0.35374761904761903,0.14505336893424037
0.3565,0.2756,0.3426,0.4412,0.6877,0.1504,0.3656,0.5891,0.4324,0.555,0.4033,0.4109,0.6625,0.3262,0.4526,0.0,0.5967,0.0,0.4286,0.3388,0.2174,0.4286,0.33,0.4968,0.2996,0.6549,0.4121,0.37566666666666665,0.48839999999999995,0.3061285714285714,0.4056285714285714,0.43203333333333327,0.3724619047619047,0.1609159582539682
0.1264,0.0733,0.0759,0.2364,0.1403,0.2238,0.2821,0.2807,0.1239,0.402,0.2516,0.1719,0.4374,0.2946,0.5082,0.0,0.3944,0.0,0.2124,0.2693,0.2174,0.5638,0.3224,0.555,0.4551,0.641,0.4071,0.14601666666666666,0.2785142857142857,0.23984285714285716,0.45168571428571436,0.2122654761904762,0.38107142857142867,0.08088830824829935
0.3515,0.1416,0.1239,0.2592,0.1593,0.2187,0.3603,0.7421,0.4488,0.7421,0.4741,0.196,0.6764,0.3021,0.5461,0.0,0.2655,0.0,0.2389,0.4046,0.2174,0.574,0.3059,0.5803,0.2807,0.6144,0.4134,0.20903333333333332,0.5199714285714286,0.2510285714285715,0.42658571428571423,0.36450238095238097,0.3680666666666667,0.13416117634920638
0.086,0.134,0.2845,0.0885,0.024,0.3767,0.3086,0.4096,0.4779,0.1466,0.3072,0.1947,0.4855,0.33,0.6018,0.0,0.4071,0.0,0.4665,0.6802,0.2174,0.5613,0.2933,0.5992,0.3489,0.598,0.4134,0.16561666666666666,0.33287142857142854,0.35508571428571434,0.4330714285714286,0.24924404761904762,0.40707619047619054,0.10146131740362813
0.3186,0.3173,0.1934,0.1643,0.6131,0.3856,0.2954,0.488,0.5879,0.5638,0.4172,0.0,0.6422,0.3312,0.6675,0.0,0.3982,0.0,0.7118,0.6915,0.2174,0.6473,0.2756,0.6271,0.8508,0.5727,0.4083,0.33205,0.4277857142857142,0.4000285714285714,0.5141714285714286,0.3799178571428571,0.47612380952380956,0.18088793744897957
0.1239,0.0708,0.0253,0.244,0.1188,0.5019,0.2026,0.11,0.1075,0.1113,0.158,0.0809,0.3641,0.4298,0.7143,0.0,0.4374,0.0,0.8078,0.7042,0.2174,0.78,0.2528,0.6498,0.9178,0.5575,0.4185,0.18078333333333332,0.16205714285714284,0.44192857142857145,0.5419714285714285,0.1714202380952381,0.5086238095238095,0.08718841452947845
0.0291,0.0316,0.0354,0.0999,0.0152,0.4046,0.0464,0.1618,0.0936,0.048,0.0607,0.1201,0.1302,0.5032,0.6536,0.0,0.775,0.0,0.7914,0.3793,0.2174,0.7092,0.2845,0.6296,0.6448,0.5398,0.4109,0.10263333333333334,0.0944,0.4432142857142857,0.49088571428571426,0.09851666666666667,0.4749952380952381,0.04679494753968254
0.2402,0.1454,0.1997,0.2718,0.0822,0.6334,0.3616,0.1947,0.0594,0.445,0.2516,0.115,0.4918,0.4223,0.4665,0.0,0.3085,0.0,0.2655,0.2326,0.2174,0.5234,0.3287,0.5588,0.0076,0.6359,0.4008,0.26211666666666666,0.2741571428571429,0.2422,0.38180000000000003,0.26813690476190477,0.33526666666666666,0.08989736626984127
0.2832,0.1403,0.2566,0.4362,0.0847,0.2971,0.3285,0.732,0.2781,0.2086,0.4753,0.3805,0.6346,0.4235,0.4349,0.0,0.4665,0.0,0.2503,0.2263,0.2174,0.3717,0.3439,0.5335,0.2099,0.6776,0.4311,0.24968333333333328,0.4339428571428572,0.25735714285714284,0.39787142857142854,0.3418130952380952,0.3510333333333333,0.11998779019841269
0.3793,0.2048,0.0999,0.5752,0.1694,0.8066,0.4106,0.842,0.3464,0.6599,0.4298,0.3338,0.8331,0.5019,0.4121,0.0,0.8357,0.0,0.5436,0.3666,0.2174,0.3856,0.3616,0.4539,0.1239,0.7016,0.421,0.3725333333333333,0.5508000000000001,0.37998571428571426,0.38071428571428567,0.46166666666666667,0.38047142857142857,0.1756509761904762
0.5032,0.2149,0.4463,0.4488,0.0354,0.6245,0.4914,0.7219,0.3742,0.6233,0.4678,0.6473,0.6144,0.378,0.3869,0.0,0.579,0.0,0.6675,0.3059,0.2174,0.378,0.3717,0.3603,0.0114,0.756,0.4197,0.3788500000000001,0.5629,0.33104285714285714,0.35921428571428576,0.47087500000000004,0.34982380952380954,0.16472328630952382
0.3767,0.2617,0.603,0.7143,0.1378,0.3186,0.4874,0.2984,0.6422,0.1871,0.6485,0.5638,0.6523,0.5196,0.3527,0.6169,0.6637,0.0,0.8559,0.6144,0.2174,0.4576,0.3831,0.3641,0.0291,0.7598,0.4286,0.4020166666666667,0.4971,0.5176,0.3771,0.44955833333333334,0.4239333333333333,0.19058276277777775
